CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,CLTV,Churn Reason
9907-SWKKF,Twain,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,4842,Competitor offered higher download speeds
0587-DMGBH,Willows,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,398.8,Yes,2269,Competitor offered higher download speeds
6397-JNZZG,Adin,Female,Yes,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2388.65,Yes,2573,Competitor offered higher download speeds
3523-QRQLL,Bieber,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1529.0,Yes,5922,Competitor offered more data
0895-DQHEW,Burney,Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5632.2,Yes,4019,Competitor offered more data
8149-RSOUN,Dorris,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,3014,Competitor offered more data
7250-EQKIY,Fort Jones,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,2426,Competitor made better offer
4013-UBXWQ,Hayfork,Female,No,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,522.5500000000001,Yes,4612,Competitor made better offer
5519-NPHVG,Klamath River,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1130.4,Yes,3975,Price too high
8849-GYOKR,Mineral,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5753.7,Yes,4893,Product dissatisfaction
3148-BLQJT,Montague,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,5747,Service dissatisfaction
0461-CVKMU,Oak Run,Female,No,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1927.3999999999999,Yes,5737,Lack of self-service on Website
8806-EAGWC,Old Station,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,165.45,Yes,5698,Network reliability
7779-LGOVN,Paskenta,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,866.5,Yes,4990,Limited range of services
9710-ZUSHQ,Red Bluff,Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,3949.75,Yes,5849,Lack of affordable download/upload speed
4183-WCSEP,Weaverville,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2431.9500000000003,Yes,3091,Long distance charges
5498-TXHLF,Whitmore,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2973.3,Yes,3358,Extra data charges
9722-UJOJR,Blairsden Graeagle,Male,No,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,2051.75,Yes,2663,Price too high
3902-FOIGH,Doyle,Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1216.1999999999998,Yes,3967,Product dissatisfaction
6772-KSATR,Eagleville,Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,Yes,5574,Service dissatisfaction
7112-OPOTK,Fort Bidwell,Male,No,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2252.25,Yes,5647,Lack of self-service on Website
4210-QFJMF,Lake City,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,316.6,Yes,5762,Network reliability
3318-OSATS,Sierra City,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3340.75,Yes,2080,Don't know
5828-AVIPD,Sierraville,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1918.05,Yes,4072,Don't know
1086-LXKFY,Westwood,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,Yes,4779,Don't know
2636-ALXXZ,Tahoe Vista,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,2151,Poor expertise of online support
7774-OJSXI,South Lake Tahoe,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3206.9500000000003,Yes,5387,Poor expertise of phone support
7786-WBJYI,Truckee,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,311.8,Yes,5365,Price too high
9885-CSMWE,Los Angeles,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,Yes,2139,Product dissatisfaction
5016-ETTFF,Los Angeles,Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,295.0,Yes,3797,Service dissatisfaction
3866-MDTUB,Los Angeles,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,141.5,Yes,3257,Lack of self-service on Website
8058-JMEQO,Los Angeles,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,760.0500000000001,Yes,3543,Network reliability
0697-ZMSWS,Los Angeles,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,342.6,Yes,2330,Limited range of services
7657-DYEPJ,Los Angeles,Male,Yes,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2665.7000000000003,Yes,2645,Lack of affordable download/upload speed
8276-MQBYC,Los Angeles,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4987.8,Yes,6204,Long distance charges
7593-XFKDI,Los Angeles,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,Yes,3017,Extra data charges
0337-CNPZE,Los Angeles,Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4358.3,Yes,5383,Price too high
1513-XNPPH,Los Angeles,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1072.8000000000002,Yes,5047,Product dissatisfaction
6015-VVHHE,Los Angeles,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,415.75,Yes,2516,Service dissatisfaction
6347-DCUIK,Los Angeles,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,741.5,Yes,4231,Lack of self-service on Website
0897-FEGMU,Los Angeles,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1094.5,Yes,5286,Network reliability
7663-RGWBC,Los Angeles,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,Yes,4773,Don't know
1120-BMWUB,Los Angeles,Female,No,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,862.4,Yes,5091,Don't know
9124-LHCJQ,Los Angeles,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,Yes,2318,Price too high
2235-ZGKPT,Los Angeles,Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,203.4,Yes,5386,Product dissatisfaction
3891-PUQOD,Los Angeles,Female,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,Yes,5020,Service dissatisfaction
0689-NKYLF,Los Angeles,Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1081.6000000000001,Yes,4028,Lack of self-service on Website
3658-KIBGF,Los Angeles,Female,No,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,Yes,2833,Network reliability
5519-YLDGW,Los Angeles,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2181.9,Yes,3769,Limited range of services
4946-EDSEW,Compton,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,211.75,Yes,5638,Lack of affordable download/upload speed
2516-VQRRV,Culver City,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,150.9,Yes,3350,Long distance charges
7580-UGXNC,Culver City,Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,109.7,Yes,3016,Extra data charges
5178-LMXOP,Gardena,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,5795,Price too high
8185-UPYBR,Hermosa Beach,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,453.0,Yes,5838,Product dissatisfaction
4585-HETAI,Huntington Park,Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,295.0,Yes,5026,Service dissatisfaction
7526-BEZQB,Lawndale,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1152.6,Yes,2577,Lack of self-service on Website
4951-UKAAQ,Inglewood,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.8,Yes,5948,Network reliability
2108-YKQTY,Santa Monica,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,202.8,Yes,4930,Don't know
4918-QLLIW,Santa Monica,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,160.2,Yes,2755,Don't know
7056-IMHCC,Torrance,Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5400.700000000001,Yes,5884,Price too high
1625-JAIIY,Torrance,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5644.0,Yes,4714,Product dissatisfaction
2947-DOMLJ,Buena Park,Male,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,Yes,3677,Service dissatisfaction
4112-LUEIZ,La Palma,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,895.0,Yes,4206,Lack of self-service on Website
4510-HIMLV,La Habra,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,4154,Network reliability
8749-JMNKX,Montebello,Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4783.8,Yes,4788,Limited range of services
2430-USGXP,Santa Fe Springs,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2425.2,Yes,4766,Lack of affordable download/upload speed
5955-ERIHD,Lakewood,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1704.6000000000001,Yes,2206,Long distance charges
0917-EZOLA,Lakewood,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7498.8,Yes,5925,Extra data charges
5949-EBSQK,Sunset Beach,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,245.8,Yes,2131,Price too high
7274-RTAPZ,Long Beach,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Yes,3898,Product dissatisfaction
0311-UNPFF,Long Beach,Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2308.7999999999997,Yes,4910,Service dissatisfaction
3834-XUIFC,Long Beach,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,596.4,Yes,3905,Lack of self-service on Website
8414-MYSHR,Arcadia,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,457.0,Yes,2834,Network reliability
7599-FKVXZ,South Pasadena,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4458.3,Yes,2265,Don't know
8229-TNIQA,Pasadena,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,181.2,Yes,3443,Don't know
6221-AVQYL,Glendale,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,146.5,Yes,2919,Price too high
7743-EXURX,Glendale,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,408.4,Yes,3758,Product dissatisfaction
5569-KGJHX,Canoga Park,Female,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,768.15,Yes,2445,Service dissatisfaction
4988-IQIGL,Canoga Park,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,4403,Lack of self-service on Website
7730-IUTDZ,Chatsworth,Male,No,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3233.6,Yes,4673,Network reliability
0426-TIRNE,Encino,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,5527,Limited range of services
7587-RZNME,Valencia,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,129.89999999999998,Yes,4849,Lack of affordable download/upload speed
0748-RDGGM,Tarzana,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7665.0,Yes,6136,Long distance charges
4706-AXVKM,Stevenson Ranch,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,932.8,Yes,5118,Extra data charges
5889-JTMUL,Castaic,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4752.5,Yes,5863,Price too high
9026-RNUJS,Van Nuys,Male,Yes,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,251.75,Yes,4618,Product dissatisfaction
3746-EUBYR,Panorama City,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,Yes,5861,Service dissatisfaction
2332-EFBJY,Sherman Oaks,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,315.2,Yes,3438,Lack of self-service on Website
9474-PHLYD,Sherman Oaks,Female,No,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,891.75,Yes,5129,Network reliability
2165-VOEGB,Burbank,Female,No,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4839.2,Yes,3322,Don't know
2219-MVUSO,North Hollywood,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,361.2,Yes,3721,Don't know
8914-RBTSB,Valley Village,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,2907.7999999999997,Yes,4115,Don't know
0963-ZBDRN,Claremont,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3078.4,Yes,3606,Attitude of support person
7594-RQHXR,Covina,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,Yes,3108,Deceased
6331-EWIEB,El Monte,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1705.0,Yes,2414,Moved
5998-VVEJY,Glendora,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,2093.0,Yes,2729,Moved
1624-NALOJ,La Puente,Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,449.0,Yes,2960,Moved
4317-VTEOA,Rowland Heights,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,Yes,5355,Competitor had better devices
1670-SVOWZ,Mira Loma,Female,No,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1255.1000000000001,Yes,2504,Competitor offered higher download speeds
7541-YLXCL,Pomona,Male,No,No,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2354.4,Yes,5220,Don't know
0260-ZDLGK,San Dimas,Female,No,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,656.1,Yes,3585,Competitor made better offer
8722-NGNBH,Walnut,Male,No,No,No,5,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,40.0,200.0,Yes,3125,Competitor had better devices
6210-KBBPI,West Covina,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,895.0500000000001,Yes,2313,Competitor had better devices
0133-BMFZO,Alhambra,Female,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,172.5,Yes,3529,Competitor offered higher download speeds
6128-CZOMY,Alpine,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,4689,Competitor offered higher download speeds
9540-JYROE,Bonita,Male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,560.8,Yes,2899,Competitor offered higher download speeds
2260-USTRB,Campo,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,140.4,Yes,2767,Competitor offered more data
3656-TKRVZ,Chula Vista,Female,No,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,166.05,Yes,5787,Competitor offered more data
8623-TMRBY,Chula Vista,Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2,4294.2,Yes,6245,Competitor offered more data
1501-SGHBW,Guatay,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,91.7,Yes,3843,Competitor made better offer
3208-YPIOE,La Mesa,Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,2934.75,Yes,4696,Competitor made better offer
2612-RANWT,Mount Laguna,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1201.8000000000002,Yes,3682,Price too high
6900-PXRMS,Spring Valley,Male,Yes,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2749.5,Yes,3157,Product dissatisfaction
3346-BRMIS,Bonsall,Female,Yes,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,870.3000000000001,Yes,2167,Service dissatisfaction
2933-FILNV,Carlsbad,Female,No,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,48.8,Yes,2635,Lack of self-service on Website
9986-BONCE,Fallbrook,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,83.8,Yes,5822,Network reliability
2722-JMONI,Escondido,Female,Yes,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,Yes,4989,Limited range of services
4083-EUGRJ,Oceanside,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,182.25,Yes,3361,Lack of affordable download/upload speed
7579-OOPEC,Pala,Female,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,100.3,Yes,5461,Long distance charges
1771-OADNZ,Pauma Valley,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2781.1000000000004,Yes,2151,Extra data charges
0612-RTZZA,Vista,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Yes,4628,Price too high
6410-LEFEN,San Diego,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,406.34999999999997,Yes,3757,Product dissatisfaction
3194-ORPIK,San Diego,Female,No,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4220.0,Yes,5135,Service dissatisfaction
8816-VXNZD,Coronado,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,4335,Lack of self-service on Website
9378-FXTIZ,San Diego,Female,No,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3788.1000000000004,Yes,4596,Network reliability
1723-HKXJQ,San Diego,Male,No,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.5,Yes,5545,Don't know
7825-GKXMW,San Diego,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,Yes,5973,Don't know
1240-KNSEZ,San Diego,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,4933,Don't know
0836-SEYLU,San Diego,Male,No,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,365.84999999999997,Yes,4800,Poor expertise of online support
4433-JCGCG,San Diego,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4646.0,Yes,2436,Poor expertise of phone support
3716-BDVDB,San Diego,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Yes,5795,Competitor had better devices
5899-MQZZL,San Ysidro,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,975.0,Yes,2189,Competitor offered higher download speeds
6849-OYAMU,Indio,Male,No,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,1900.0,Yes,2608,Competitor offered more data
9488-HGMJH,Indian Wells,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,Yes,5287,Competitor made better offer
6038-GCYEC,Palm Desert,Female,No,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1299.6,Yes,5153,Competitor had better devices
1150-WFARN,Brawley,Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7286.25,Yes,5516,Competitor had better devices
3144-AUDBS,Calexico,Female,No,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,294.9,Yes,5271,Competitor offered higher download speeds
5616-PRTNT,Desert Center,Male,No,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,388.0,Yes,3785,Competitor offered higher download speeds
4818-QIUFN,Desert Hot Springs,Female,Yes,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1583.0,Yes,4997,Competitor offered higher download speeds
6961-VCPMC,North Palm Springs,Male,Yes,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3698.4,Yes,4876,Competitor offered more data
6688-UZPWD,Palm Springs,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1122.0,Yes,5750,Competitor offered more data
